make,model,customer_type,next_service_due_days,customer_feedback,feedback_score,preferred_channels,personalized_message,customer_cluster
Maruti,Baleno,Retail,180,Average,2,"['Email', 'SMS']",Dear valued Retail customer: Keep your Maruti Baleno running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI! (Apology: You're eligible for our priority care and a 15% recovery discount.),2
Hyundai,Creta,Retail,180,Unresponsive,5,"['WhatsApp', 'Email']",Hello Retail customer! Your Hyundai Creta needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Hyundai,Creta,Retail,180,Unresponsive,3,"['Email', 'SMS']",Dear valued Retail customer: Keep your Hyundai Creta running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Hyundai,Creta,Retail,180,Satisfied,2,"['WhatsApp', 'Phone', 'Email']",Hi Retail customer! We've lined up special attention for your Hyundai Creta. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Maruti,Swift,Retail,358,Poor Service,3,"['WhatsApp', 'Email']",Hello Retail customer! Your Maruti Swift needs maintenance in 358 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Maruti,Baleno,Retail,180,Delayed Pickup,5,"['Email', 'SMS']",Dear valued Retail customer: Keep your Maruti Baleno running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Ford,Aspire,Fleet,180,Poor Service,4,"['WhatsApp', 'Email']",Hello Fleet customer! Your Ford Aspire needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Ford,Figo,Corporate,209,Unresponsive,3,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Ford Figo running smooth—service is due in 209. Tap here to confirm your spot with AutoMoto AI!,2
Maruti,Dzire,Retail,180,Average,2,"['WhatsApp', 'Email']",Hello Retail customer! Your Maruti Dzire needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy! (Apology: You're eligible for our priority care and a 15% recovery discount.),1
Maruti,Baleno,Retail,180,Average,2,"['Email', 'SMS']",Dear valued Retail customer: Keep your Maruti Baleno running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI! (Apology: You're eligible for our priority care and a 15% recovery discount.),2
Toyota,Etios,Corporate,-57,Delayed Pickup,2,"['WhatsApp', 'Phone', 'Email']",Hi Corporate customer! We've lined up special attention for your Toyota Etios. Service due in -57 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Hyundai,i10,Fleet,180,Poor Service,4,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Hyundai i10 running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Ford,Figo,Fleet,209,Unresponsive,3,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Ford Figo running smooth—service is due in 209. Tap here to confirm your spot with AutoMoto AI!,2
Toyota,Yaris,Fleet,180,Poor Service,3,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Toyota Yaris running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Ford,EcoSport,Retail,180,Delayed Pickup,1,"['WhatsApp', 'Phone', 'Email']",Hi Retail customer! We've lined up special attention for your Ford EcoSport. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Hyundai,Creta,Corporate,180,Unresponsive,5,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Hyundai Creta running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Ford,EcoSport,Corporate,-113,Average,4,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Ford EcoSport running smooth—service is due in -113. Tap here to confirm your spot with AutoMoto AI!,2
Ford,EcoSport,Corporate,358,Smooth Process,2,"['WhatsApp', 'Email']",Hello Corporate customer! Your Ford EcoSport needs maintenance in 358 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy! (Apology: You're eligible for our priority care and a 15% recovery discount.),1
Toyota,Yaris,Fleet,5,Poor Service,3,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Toyota Yaris running smooth—service is due in 5. Tap here to confirm your spot with AutoMoto AI!,2
Maruti,Swift,Fleet,415,Unresponsive,3,"['WhatsApp', 'Email']",Hello Fleet customer! Your Maruti Swift needs maintenance in 415 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Maruti,Baleno,Retail,-27,Unresponsive,3,"['WhatsApp', 'Phone', 'Email']",Hi Retail customer! We've lined up special attention for your Maruti Baleno. Service due in -27 days. Book via AutoMoto AI for an extra 10% off!,0
Hyundai,i20,Corporate,180,Unresponsive,2,"['WhatsApp', 'Email']",Hello Corporate customer! Your Hyundai i20 needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy! (Apology: You're eligible for our priority care and a 15% recovery discount.),1
Hyundai,Creta,Fleet,91,Poor Service,2,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Hyundai Creta running smooth—service is due in 91. Tap here to confirm your spot with AutoMoto AI! (Apology: You're eligible for our priority care and a 15% recovery discount.),2
Maruti,Dzire,Retail,180,Unresponsive,3,"['WhatsApp', 'Email']",Hello Retail customer! Your Maruti Dzire needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Maruti,Dzire,Fleet,180,Delayed Pickup,3,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Maruti Dzire running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Ford,Aspire,Retail,180,Unresponsive,5,"['Email', 'SMS']",Dear valued Retail customer: Keep your Ford Aspire running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Toyota,Innova,Retail,180,Poor Service,2,"['Email', 'SMS']",Dear valued Retail customer: Keep your Toyota Innova running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI! (Apology: You're eligible for our priority care and a 15% recovery discount.),2
Hyundai,i20,Retail,237,Poor Service,3,"['Email', 'SMS']",Dear valued Retail customer: Keep your Hyundai i20 running smooth—service is due in 237. Tap here to confirm your spot with AutoMoto AI!,2
Toyota,Innova,Retail,180,Unresponsive,5,"['Email', 'SMS']",Dear valued Retail customer: Keep your Toyota Innova running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Honda,City,Retail,5,Poor Service,4,"['Email', 'SMS']",Dear valued Retail customer: Keep your Honda City running smooth—service is due in 5. Tap here to confirm your spot with AutoMoto AI!,2
Hyundai,Creta,Fleet,180,Delayed Pickup,2,"['WhatsApp', 'Phone', 'Email']",Hi Fleet customer! We've lined up special attention for your Hyundai Creta. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Ford,Aspire,Retail,209,Satisfied,1,"['WhatsApp', 'Phone', 'Email']",Hi Retail customer! We've lined up special attention for your Ford Aspire. Service due in 209 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Maruti,Swift,Fleet,180,Unresponsive,4,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Maruti Swift running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Hyundai,Creta,Fleet,-143,Delayed Pickup,5,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Hyundai Creta running smooth—service is due in -143. Tap here to confirm your spot with AutoMoto AI!,2
Maruti,Dzire,Fleet,62,Satisfied,3,"['WhatsApp', 'Phone', 'Email']",Hi Fleet customer! We've lined up special attention for your Maruti Dzire. Service due in 62 days. Book via AutoMoto AI for an extra 10% off!,0
Honda,Jazz,Corporate,180,Delayed Pickup,4,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Honda Jazz running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Toyota,Yaris,Fleet,180,Delayed Pickup,3,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Toyota Yaris running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Honda,Amaze,Retail,416,Poor Service,3,"['WhatsApp', 'Email']",Hello Retail customer! Your Honda Amaze needs maintenance in 416 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Hyundai,i10,Corporate,-27,Satisfied,3,"['WhatsApp', 'Phone', 'Email']",Hi Corporate customer! We've lined up special attention for your Hyundai i10. Service due in -27 days. Book via AutoMoto AI for an extra 10% off!,0
Hyundai,i20,Retail,180,Poor Service,3,"['WhatsApp', 'Email']",Hello Retail customer! Your Hyundai i20 needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Hyundai,Creta,Fleet,-143,Average,4,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Hyundai Creta running smooth—service is due in -143. Tap here to confirm your spot with AutoMoto AI!,2
Maruti,Baleno,Retail,180,Unresponsive,5,"['Email', 'SMS']",Dear valued Retail customer: Keep your Maruti Baleno running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Ford,Figo,Retail,-54,Unresponsive,3,"['WhatsApp', 'Phone', 'Email']",Hi Retail customer! We've lined up special attention for your Ford Figo. Service due in -54 days. Book via AutoMoto AI for an extra 10% off!,0
Hyundai,i20,Retail,180,Delayed Pickup,3,"['Email', 'SMS']",Dear valued Retail customer: Keep your Hyundai i20 running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Toyota,Innova,Retail,180,Delayed Pickup,4,"['Email', 'SMS']",Dear valued Retail customer: Keep your Toyota Innova running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Hyundai,i10,Fleet,180,Unresponsive,1,"['WhatsApp', 'Email']",Hello Fleet customer! Your Hyundai i10 needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy! (Apology: You're eligible for our priority care and a 15% recovery discount.),1
Toyota,Innova,Retail,180,Unresponsive,5,"['WhatsApp', 'Email']",Hello Retail customer! Your Toyota Innova needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
